customer_id,transaction_date,subtotal,promo_used,discount,net_amount
C0009,2024-01-09,2547.66,None,0.0,2547.66
C0009,2024-02-29,1285.88,None,0.0,1285.88
C0009,2024-06-23,2129.17,P_MIDYEAR,200.0,1929.17
C0009,2024-05-10,2699.55,None,0.0,2699.55
C0009,2024-01-21,782.36,P_CHAMPION,156.47,625.89
C0009,2024-06-09,1099.69,P_CHAMPION,219.94,879.75
C0009,2024-02-20,1625.88,None,0.0,1625.88
C0009,2024-01-23,2052.32,P_CHAMPION,410.46,1641.8600000000001
C0009,2024-03-09,2515.49,None,0.0,2515.49
C0009,2024-03-31,2085.36,P_CHAMPION,417.07,1668.2900000000002
C0010,2024-03-06,194.48,None,0.0,194.48
C0010,2024-06-04,304.5,P_MIDYEAR,200.0,104.5
C0011,2024-05-03,2979.36,P_CHAMPION,595.87,2383.4900000000002
C0011,2024-05-07,2107.2,None,0.0,2107.2
C0011,2024-06-01,1038.82,P_CHAMPION,207.76,831.06
C0011,2024-02-26,1259.87,None,0.0,1259.87
C0011,2024-05-21,2759.02,P_CHAMPION,551.8,2207.2200000000003
C0011,2024-05-16,2471.12,None,0.0,2471.12
C0011,2024-04-24,2767.99,None,0.0,2767.99
C0011,2024-05-30,922.7,P_CHAMPION,184.54,738.1600000000001
C0011,2024-02-15,1650.9,None,0.0,1650.9
C0011,2024-03-12,822.12,None,0.0,822.12
C0011,2024-03-18,1697.68,P_CHAMPION,339.54,1358.14
C0012,2024-06-02,389.87,P_MIDYEAR,200.0,189.87
C0012,2024-03-23,391.83,None,0.0,391.83
C0013,2024-06-18,309.79,None,0.0,309.79
C0013,2024-06-21,388.84,None,0.0,388.84
C0013,2024-05-03,348.82,None,0.0,348.82
C0014,2024-01-19,2681.88,P_CHAMPION,536.38,2145.5
C0014,2024-06-14,800.62,P_CHAMPION,160.12,640.5
C0014,2024-01-30,615.31,None,0.0,615.31
C0014,2024-02-21,1253.16,None,0.0,1253.16
C0014,2024-03-18,2357.98,P_CHAMPION,471.6,1886.38
C0014,2024-03-08,2693.1,None,0.0,2693.1
C0014,2024-05-04,1983.05,None,0.0,1983.05
C0014,2024-05-06,2065.44,None,0.0,2065.44
C0014,2024-03-02,2486.45,P_CHAMPION,497.29,1989.1599999999999
C0014,2024-01-11,2988.59,None,0.0,2988.59
C0014,2024-05-28,659.1,None,0.0,659.1
C0014,2024-06-20,787.33,P_CHAMPION,157.47,629.86
C0014,2024-05-16,2173.0,None,0.0,2173.0
C0014,2024-03-05,562.85,None,0.0,562.85
C0014,2024-06-16,1292.37,None,0.0,1292.37
C0014,2024-02-16,843.81,P_CHAMPION,168.76,675.05
C0014,2024-02-21,1608.45,None,0.0,1608.45
C0014,2024-02-20,1613.12,None,0.0,1613.12
C0014,2024-06-27,1093.58,None,0.0,1093.58
C0015,2024-03-16,246.3,None,0.0,246.3
C0015,2024-03-26,178.8,None,0.0,178.8
C0016,2024-03-31,794.88,None,0.0,794.88
C0016,2024-01-01,415.17,None,0.0,415.17
C0016,2024-06-01,202.34,P_MIDYEAR,200.0,2.3400000000000034
C0016,2024-01-06,236.52,P_NEWYEAR,23.65,212.87
C0016,2024-05-03,575.71,None,0.0,575.71
C0016,2024-04-02,578.38,None,0.0,578.38
C0017,2024-06-16,120.46,None,0.0,120.46
C0018,2024-02-25,672.69,None,0.0,672.69
C0018,2024-02-18,206.13,None,0.0,206.13
C0018,2024-05-15,229.38,None,0.0,229.38
C0018,2024-05-03,427.93,None,0.0,427.93
C0018,2024-02-08,842.07,None,0.0,842.07
C0018,2024-06-25,374.81,P_MIDYEAR,200.0,174.81
C0018,2024-02-23,945.4,None,0.0,945.4
C0018,2024-01-09,853.35,P_NEWYEAR,85.34,768.01
C0019,2024-03-28,129.74,None,0.0,129.74
C0020,2024-06-15,272.43,P_MIDYEAR,200.0,72.43
C0020,2024-01-11,113.46,None,0.0,113.46
C0020,2024-05-06,182.42,None,0.0,182.42
C0021,2024-06-16,1554.57,None,0.0,1554.57
C0021,2024-04-18,2019.76,P_CHAMPION,403.95,1615.81
C0021,2024-02-14,2296.07,None,0.0,2296.07
C0021,2024-01-08,2657.2,P_NEWYEAR,265.72,2391.4799999999996
C0021,2024-06-23,648.81,None,0.0,648.81
C0021,2024-03-22,1141.74,None,0.0,1141.74
C0021,2024-06-09,1640.59,P_CHAMPION,328.12,1312.4699999999998
C0021,2024-06-04,1873.96,None,0.0,1873.96
C0022,2024-05-22,324.96,None,0.0,324.96
C0022,2024-01-02,300.57,None,0.0,300.57
C0023,2024-02-20,139.05,None,0.0,139.05
C0023,2024-01-10,125.32,P_NEWYEAR,12.53,112.78999999999999
C0024,2024-04-30,146.3,None,0.0,146.3
C0025,2024-03-24,145.68,None,0.0,145.68
C0026,2024-01-02,129.5,None,0.0,129.5
C0027,2024-02-09,856.01,None,0.0,856.01
C0027,2024-06-17,537.63,P_MIDYEAR,200.0,337.63
C0027,2024-03-05,267.51,None,0.0,267.51
C0027,2024-04-10,298.4,None,0.0,298.4
C0027,2024-02-18,372.84,None,0.0,372.84
C0027,2024-06-01,783.34,None,0.0,783.34
C0027,2024-01-28,509.91,None,0.0,509.91
C0027,2024-04-16,543.94,None,0.0,543.94
C0027,2024-04-08,262.09,None,0.0,262.09
C0027,2024-03-13,445.05,None,0.0,445.05
C0028,2024-01-30,557.14,None,0.0,557.14
C0028,2024-04-07,507.39,None,0.0,507.39
C0028,2024-06-04,663.41,None,0.0,663.41
C0028,2024-01-23,455.09,None,0.0,455.09
C0028,2024-02-17,209.85,None,0.0,209.85
C0028,2024-02-26,221.94,None,0.0,221.94
C0029,2024-05-31,212.37,None,0.0,212.37
C0030,2024-06-13,716.59,P_MIDYEAR,200.0,516.59
C0030,2024-03-05,476.7,None,0.0,476.7
C0030,2024-05-27,471.82,None,0.0,471.82
C0030,2024-05-25,709.52,None,0.0,709.52
C0030,2024-06-19,508.7,None,0.0,508.7
C0030,2024-05-18,448.97,None,0.0,448.97
C0030,2024-02-07,877.71,None,0.0,877.71
C0030,2024-05-15,491.67,None,0.0,491.67
C0031,2024-03-05,65.79,None,0.0,65.79
C0031,2024-04-22,71.08,None,0.0,71.08
C0032,2024-06-06,54.13,None,0.0,54.13
C0033,2024-02-14,507.37,None,0.0,507.37
C0033,2024-06-03,367.09,None,0.0,367.09
C0033,2024-02-20,218.68,None,0.0,218.68
C0033,2024-02-28,317.65,None,0.0,317.65
C0033,2024-01-30,304.04,None,0.0,304.04
C0033,2024-05-01,292.91,None,0.0,292.91
C0033,2024-06-18,499.84,None,0.0,499.84
C0034,2024-01-18,861.37,None,0.0,861.37
C0034,2024-04-22,270.56,None,0.0,270.56
C0034,2024-02-28,968.91,None,0.0,968.91
C0034,2024-05-24,508.41,None,0.0,508.41
C0034,2024-01-22,633.13,None,0.0,633.13
C0034,2024-06-13,582.3,None,0.0,582.3
C0034,2024-04-18,809.52,None,0.0,809.52
C0034,2024-05-02,870.84,None,0.0,870.84
C0034,2024-05-10,441.87,None,0.0,441.87
C0034,2024-06-08,767.21,P_MIDYEAR,200.0,567.21
C0035,2024-06-22,151.61,P_MIDYEAR,151.61,0.0
C0036,2024-04-12,635.86,None,0.0,635.86
C0036,2024-05-08,664.37,None,0.0,664.37
C0036,2024-01-24,999.77,None,0.0,999.77
C0036,2024-05-20,700.99,None,0.0,700.99
C0036,2024-05-18,365.85,None,0.0,365.85
C0036,2024-01-17,787.66,None,0.0,787.66
C0036,2024-03-22,698.72,None,0.0,698.72
C0037,2024-05-31,143.1,None,0.0,143.1
C0038,2024-03-25,318.39,None,0.0,318.39
C0038,2024-01-05,580.44,None,0.0,580.44
C0038,2024-05-26,305.9,None,0.0,305.9
C0038,2024-03-31,927.56,None,0.0,927.56
C0038,2024-01-11,482.77,None,0.0,482.77
C0038,2024-05-28,796.69,None,0.0,796.69
C0038,2024-01-05,835.37,P_NEWYEAR,83.54,751.83
C0038,2024-02-15,227.57,None,0.0,227.57
C0038,2024-03-10,319.04,None,0.0,319.04
C0039,2024-06-02,394.3,None,0.0,394.3
C0039,2024-04-05,247.58,None,0.0,247.58
C0039,2024-04-11,256.73,None,0.0,256.73
C0040,2024-05-30,1466.35,None,0.0,1466.35
C0040,2024-06-27,2736.13,None,0.0,2736.13
C0040,2024-04-01,2568.8,None,0.0,2568.8
C0040,2024-01-04,2516.47,None,0.0,2516.47
C0040,2024-03-13,648.68,P_CHAMPION,129.74,518.9399999999999
C0040,2024-03-21,2617.42,None,0.0,2617.42
C0040,2024-05-26,1279.75,P_CHAMPION,255.95,1023.8
C0040,2024-03-09,1776.08,None,0.0,1776.08
C0040,2024-01-31,2335.07,None,0.0,2335.07
C0040,2024-01-22,2219.31,None,0.0,2219.31
C0040,2024-02-23,1818.07,None,0.0,1818.07
C0040,2024-01-21,1396.79,None,0.0,1396.79
C0040,2024-05-31,2332.63,None,0.0,2332.63
C0040,2024-02-16,2976.37,P_CHAMPION,595.27,2381.1
C0040,2024-01-26,2571.17,P_CHAMPION,514.23,2056.94
C0041,2024-03-07,321.36,None,0.0,321.36
C0041,2024-01-25,289.87,None,0.0,289.87
C0041,2024-05-22,142.86,None,0.0,142.86
C0042,2024-05-07,847.35,None,0.0,847.35
C0042,2024-01-01,876.74,None,0.0,876.74
C0042,2024-04-13,519.28,None,0.0,519.28
C0042,2024-02-03,262.12,None,0.0,262.12
C0042,2024-05-07,749.93,None,0.0,749.93
C0042,2024-04-11,444.91,None,0.0,444.91
C0042,2024-03-12,288.8,None,0.0,288.8
C0042,2024-06-21,758.21,P_MIDYEAR,200.0,558.21
C0042,2024-03-23,618.06,None,0.0,618.06
C0043,2024-06-16,133.88,None,0.0,133.88
C0043,2024-05-03,312.13,None,0.0,312.13
C0044,2024-03-06,682.25,None,0.0,682.25
C0044,2024-04-20,1027.78,None,0.0,1027.78
C0044,2024-05-15,1231.29,P_CHAMPION,246.26,985.03
C0044,2024-02-24,2765.28,P_CHAMPION,553.06,2212.2200000000003
C0044,2024-02-22,2605.58,None,0.0,2605.58
C0044,2024-06-06,2947.45,None,0.0,2947.45
C0044,2024-02-22,1540.3,None,0.0,1540.3
C0044,2024-01-31,2721.65,None,0.0,2721.65
C0044,2024-03-14,1964.66,None,0.0,1964.66
C0044,2024-02-21,2092.73,None,0.0,2092.73
C0044,2024-06-26,2284.88,None,0.0,2284.88
C0044,2024-05-31,1224.93,None,0.0,1224.93
C0044,2024-01-04,857.19,None,0.0,857.19
C0044,2024-01-12,1741.74,P_NEWYEAR,174.17,1567.57
C0044,2024-04-07,2304.3,P_CHAMPION,460.86,1843.44
C0044,2024-02-18,1293.97,P_CHAMPION,258.79,1035.18
C0044,2024-04-02,617.13,P_CHAMPION,123.43,493.7
C0044,2024-02-07,2739.32,None,0.0,2739.32
C0044,2024-01-08,509.55,P_CHAMPION,101.91,407.64
C0045,2024-06-04,130.57,P_MIDYEAR,130.57,0.0
C0046,2024-05-16,176.41,None,0.0,176.41
C0047,2024-04-09,925.76,None,0.0,925.76
C0047,2024-02-20,547.05,None,0.0,547.05
C0047,2024-06-25,501.85,None,0.0,501.85
C0047,2024-06-27,271.43,None,0.0,271.43
C0047,2024-06-05,510.12,None,0.0,510.12
C0047,2024-04-29,740.68,None,0.0,740.68
C0047,2024-06-23,333.56,None,0.0,333.56
C0047,2024-01-13,346.25,P_NEWYEAR,34.62,311.63
C0048,2024-01-17,2190.27,None,0.0,2190.27
C0048,2024-01-21,1688.52,None,0.0,1688.52
C0048,2024-02-06,620.47,P_CHAMPION,124.09,496.38
C0048,2024-02-17,1462.8,None,0.0,1462.8
C0048,2024-04-08,1644.25,P_CHAMPION,328.85,1315.4
C0048,2024-04-14,630.89,None,0.0,630.89
C0048,2024-05-20,1539.49,None,0.0,1539.49
C0048,2024-05-16,2143.38,None,0.0,2143.38
C0048,2024-04-09,2194.53,None,0.0,2194.53
C0048,2024-06-10,1486.84,None,0.0,1486.84
C0048,2024-02-05,2346.49,P_CHAMPION,469.3,1877.1899999999998
C0048,2024-06-20,1487.83,None,0.0,1487.83
C0048,2024-03-05,2725.54,P_CHAMPION,545.11,2180.43
C0048,2024-01-13,645.23,P_NEWYEAR,64.52,580.71
C0048,2024-02-22,1168.98,None,0.0,1168.98
C0048,2024-02-15,1104.72,None,0.0,1104.72
C0048,2024-01-02,548.32,P_NEWYEAR,54.83,493.49000000000007
C0048,2024-06-11,1732.16,None,0.0,1732.16
C0049,2024-01-12,1987.83,P_CHAMPION,397.57,1590.26
C0049,2024-06-01,2908.75,None,0.0,2908.75
C0049,2024-03-05,1279.66,None,0.0,1279.66
C0049,2024-06-23,1049.51,P_MIDYEAR,200.0,849.51
C0049,2024-01-27,1938.39,P_CHAMPION,387.68,1550.71
C0049,2024-06-23,2517.89,P_MIDYEAR,200.0,2317.89
C0049,2024-05-14,543.88,P_CHAMPION,108.78,435.1
C0049,2024-02-02,2347.57,P_CHAMPION,469.51,1878.0600000000002
C0050,2024-05-05,271.19,None,0.0,271.19
C0051,2024-04-26,293.94,None,0.0,293.94
C0051,2024-05-14,363.78,None,0.0,363.78
C0051,2024-02-20,107.08,None,0.0,107.08
C0052,2024-01-08,334.96,None,0.0,334.96
C0052,2024-02-14,219.4,None,0.0,219.4
C0052,2024-05-11,369.84,None,0.0,369.84
C0053,2024-06-05,397.28,None,0.0,397.28
C0053,2024-03-19,247.77,None,0.0,247.77
C0053,2024-06-20,246.28,None,0.0,246.28
C0053,2024-05-16,391.33,None,0.0,391.33
C0053,2024-02-25,993.06,None,0.0,993.06
C0053,2024-06-26,715.67,None,0.0,715.67
C0053,2024-01-22,492.54,None,0.0,492.54
C0053,2024-02-28,780.5,None,0.0,780.5
C0053,2024-04-15,916.86,None,0.0,916.86
C0054,2024-05-17,452.12,None,0.0,452.12
C0054,2024-03-23,317.57,None,0.0,317.57
C0054,2024-04-13,925.14,None,0.0,925.14
C0054,2024-04-04,739.3,None,0.0,739.3
C0054,2024-03-05,476.15,None,0.0,476.15
C0055,2024-02-26,367.04,None,0.0,367.04
C0055,2024-06-22,118.66,P_MIDYEAR,118.66,0.0
C0056,2024-03-24,704.74,None,0.0,704.74
C0056,2024-02-23,532.51,None,0.0,532.51
C0056,2024-06-14,623.73,P_MIDYEAR,200.0,423.73
C0056,2024-03-01,959.26,None,0.0,959.26
C0056,2024-05-13,419.76,None,0.0,419.76
C0056,2024-03-26,808.68,None,0.0,808.68
C0056,2024-03-18,637.26,None,0.0,637.26
C0056,2024-05-20,566.88,None,0.0,566.88
C0056,2024-01-03,332.6,None,0.0,332.6
C0057,2024-04-17,176.55,None,0.0,176.55
C0057,2024-03-15,168.97,None,0.0,168.97
C0058,2024-04-04,1104.94,None,0.0,1104.94
C0058,2024-01-16,2091.35,None,0.0,2091.35
C0058,2024-03-04,2882.55,None,0.0,2882.55
C0058,2024-03-16,1148.85,None,0.0,1148.85
C0058,2024-01-19,940.24,P_CHAMPION,188.05,752.19
C0058,2024-06-02,535.48,None,0.0,535.48
C0058,2024-01-29,2769.75,None,0.0,2769.75
C0058,2024-04-16,1488.01,None,0.0,1488.01
C0058,2024-06-10,2393.28,P_MIDYEAR,200.0,2193.28
C0058,2024-04-05,1275.0,P_CHAMPION,255.0,1020.0
C0058,2024-06-19,2166.5,P_MIDYEAR,200.0,1966.5
C0058,2024-03-26,2638.02,None,0.0,2638.02
C0058,2024-06-13,522.6,P_MIDYEAR,200.0,322.6
C0058,2024-06-04,1071.69,None,0.0,1071.69
C0058,2024-06-18,1304.17,None,0.0,1304.17
C0058,2024-06-24,738.5,None,0.0,738.5
C0058,2024-04-30,1506.91,None,0.0,1506.91
C0058,2024-06-21,796.26,P_MIDYEAR,200.0,596.26
C0059,2024-06-03,386.45,None,0.0,386.45
C0059,2024-03-29,328.3,None,0.0,328.3
C0059,2024-03-07,217.74,None,0.0,217.74
C0060,2024-04-03,934.74,None,0.0,934.74
C0060,2024-04-22,555.49,None,0.0,555.49
C0060,2024-03-30,485.7,None,0.0,485.7
C0060,2024-01-18,993.95,None,0.0,993.95
C0060,2024-04-02,651.26,None,0.0,651.26
C0060,2024-03-31,532.48,None,0.0,532.48
C0060,2024-04-23,921.79,None,0.0,921.79
C0060,2024-06-02,934.59,P_MIDYEAR,200.0,734.59
C0060,2024-01-10,871.85,None,0.0,871.85
C0061,2024-05-01,965.06,None,0.0,965.06
C0061,2024-01-22,893.42,None,0.0,893.42
C0061,2024-06-17,960.37,None,0.0,960.37
C0061,2024-05-18,650.66,None,0.0,650.66
C0061,2024-05-28,613.36,None,0.0,613.36
C0061,2024-01-26,871.73,None,0.0,871.73
C0061,2024-04-18,482.44,None,0.0,482.44
C0061,2024-02-16,923.01,None,0.0,923.01
C0061,2024-06-02,914.05,None,0.0,914.05
C0062,2024-04-15,366.67,None,0.0,366.67
C0062,2024-04-25,161.34,None,0.0,161.34
C0062,2024-05-15,155.84,None,0.0,155.84
C0063,2024-04-21,356.51,None,0.0,356.51
C0063,2024-06-04,290.81,P_MIDYEAR,200.0,90.81
C0063,2024-05-01,382.24,None,0.0,382.24
C0064,2024-05-08,111.41,None,0.0,111.41
C0065,2024-01-27,2589.56,P_CHAMPION,517.91,2071.65
C0065,2024-01-24,1381.51,None,0.0,1381.51
C0065,2024-02-03,2689.71,None,0.0,2689.71
C0065,2024-04-25,1563.07,P_CHAMPION,312.61,1250.46
C0065,2024-03-02,1830.05,None,0.0,1830.05
C0065,2024-02-23,1405.44,None,0.0,1405.44
C0065,2024-06-16,1065.31,P_CHAMPION,213.06,852.25
C0065,2024-01-03,2706.84,P_NEWYEAR,270.68,2436.1600000000003
C0065,2024-03-16,1060.73,None,0.0,1060.73
C0065,2024-06-17,2621.06,None,0.0,2621.06
C0065,2024-02-19,2740.1,None,0.0,2740.1
C0065,2024-04-21,2541.95,P_CHAMPION,508.39,2033.56
C0065,2024-05-05,1342.41,None,0.0,1342.41
C0065,2024-02-08,1051.22,None,0.0,1051.22
C0065,2024-02-23,1976.59,None,0.0,1976.59
C0066,2024-01-31,2384.57,P_CHAMPION,476.91,1907.66
C0066,2024-06-10,2451.58,None,0.0,2451.58
C0066,2024-05-18,2071.09,None,0.0,2071.09
C0066,2024-01-17,2003.88,P_CHAMPION,400.78,1603.1000000000001
C0066,2024-06-01,824.85,None,0.0,824.85
C0066,2024-03-05,2271.22,P_CHAMPION,454.24,1816.9799999999998
C0066,2024-03-21,2832.31,None,0.0,2832.31
C0066,2024-04-13,950.49,P_CHAMPION,190.1,760.39
C0066,2024-01-01,805.08,P_CHAMPION,161.02,644.0600000000001
C0066,2024-05-05,1361.51,P_CHAMPION,272.3,1089.21
C0066,2024-06-17,988.1,P_MIDYEAR,200.0,788.1
C0066,2024-03-24,2946.31,None,0.0,2946.31
C0066,2024-03-03,2411.8,None,0.0,2411.8
C0066,2024-04-18,2867.73,None,0.0,2867.73
C0066,2024-01-15,1766.68,P_NEWYEAR,176.67,1590.01
C0066,2024-05-25,540.15,None,0.0,540.15
C0066,2024-06-11,528.54,None,0.0,528.54
C0066,2024-01-14,2608.2,P_NEWYEAR,260.82,2347.3799999999997
C0067,2024-06-05,345.14,None,0.0,345.14
C0067,2024-06-25,262.22,None,0.0,262.22
C0067,2024-01-27,244.68,None,0.0,244.68
C0068,2024-03-04,314.32,None,0.0,314.32
C0069,2024-03-20,305.37,None,0.0,305.37
C0069,2024-03-29,325.82,None,0.0,325.82
C0069,2024-06-20,432.04,None,0.0,432.04
C0069,2024-04-24,601.21,None,0.0,601.21
C0069,2024-03-12,400.37,None,0.0,400.37
C0069,2024-04-28,657.4,None,0.0,657.4
C0069,2024-01-16,985.52,None,0.0,985.52
C0070,2024-03-12,629.59,None,0.0,629.59
C0070,2024-05-05,1476.71,P_CHAMPION,295.34,1181.3700000000001
C0070,2024-05-19,2053.23,P_CHAMPION,410.65,1642.58
C0070,2024-02-26,2694.96,None,0.0,2694.96
C0070,2024-04-29,2459.4,P_CHAMPION,491.88,1967.52
C0070,2024-04-21,1333.66,None,0.0,1333.66
C0070,2024-05-02,641.46,P_CHAMPION,128.29,513.1700000000001
C0070,2024-02-02,2104.34,None,0.0,2104.34
C0070,2024-03-19,790.48,None,0.0,790.48
C0070,2024-05-07,2377.35,P_CHAMPION,475.47,1901.8799999999999
C0071,2024-03-22,2853.18,None,0.0,2853.18
C0071,2024-05-15,668.76,None,0.0,668.76
C0071,2024-01-17,757.8,None,0.0,757.8
C0071,2024-06-04,1509.0,None,0.0,1509.0
C0071,2024-06-17,1011.1,None,0.0,1011.1
C0071,2024-03-11,1160.69,P_CHAMPION,232.14,928.5500000000001
C0071,2024-03-29,2350.4,None,0.0,2350.4
C0071,2024-01-24,2141.89,None,0.0,2141.89
C0071,2024-06-19,1988.4,P_CHAMPION,397.68,1590.72
C0071,2024-01-20,1243.23,P_CHAMPION,248.65,994.58
C0071,2024-04-17,1645.06,P_CHAMPION,329.01,1316.05
C0071,2024-03-06,1168.51,P_CHAMPION,233.7,934.81
C0071,2024-03-07,1433.15,None,0.0,1433.15
C0071,2024-03-13,2266.57,None,0.0,2266.57
C0071,2024-04-09,1123.81,P_CHAMPION,224.76,899.05
C0072,2024-03-05,67.56,None,0.0,67.56
C0072,2024-01-10,141.84,P_NEWYEAR,14.18,127.66
C0073,2024-02-17,516.71,None,0.0,516.71
C0073,2024-04-09,2252.85,None,0.0,2252.85
C0073,2024-01-28,2068.72,P_CHAMPION,413.74,1654.9799999999998
C0073,2024-01-07,1132.75,None,0.0,1132.75
C0073,2024-05-08,1051.21,None,0.0,1051.21
C0073,2024-02-15,971.35,None,0.0,971.35
C0073,2024-06-24,2162.49,None,0.0,2162.49
C0073,2024-01-27,1583.96,P_CHAMPION,316.79,1267.17
C0073,2024-03-25,2786.37,None,0.0,2786.37
C0073,2024-01-15,2543.13,None,0.0,2543.13
C0074,2024-06-02,997.01,P_MIDYEAR,200.0,797.01
C0074,2024-02-12,710.15,None,0.0,710.15
C0074,2024-06-18,760.69,P_MIDYEAR,200.0,560.69
C0074,2024-02-08,359.42,None,0.0,359.42
C0074,2024-05-30,240.01,None,0.0,240.01
C0074,2024-06-28,211.0,P_MIDYEAR,200.0,11.0
C0074,2024-04-19,416.65,None,0.0,416.65
C0075,2024-02-09,483.89,None,0.0,483.89
C0075,2024-06-26,786.19,None,0.0,786.19
C0075,2024-03-15,675.84,None,0.0,675.84
C0075,2024-04-03,961.19,None,0.0,961.19
C0075,2024-05-17,907.97,None,0.0,907.97
C0075,2024-05-06,858.39,None,0.0,858.39
C0076,2024-03-03,635.4,P_FLASH,95.31,540.0899999999999
C0076,2024-04-11,794.31,None,0.0,794.31
C0076,2024-04-29,990.13,None,0.0,990.13
C0076,2024-01-08,254.77,P_NEWYEAR,25.48,229.29000000000002
C0076,2024-03-13,364.97,None,0.0,364.97
C0076,2024-04-16,630.67,None,0.0,630.67
C0076,2024-04-22,892.15,None,0.0,892.15
C0077,2024-02-06,2166.16,None,0.0,2166.16
C0077,2024-03-25,1528.35,None,0.0,1528.35
C0077,2024-05-02,2263.65,None,0.0,2263.65
C0077,2024-06-12,1837.56,P_CHAMPION,367.51,1470.05
C0077,2024-04-01,1548.47,None,0.0,1548.47
C0077,2024-05-18,1997.11,P_CHAMPION,399.42,1597.6899999999998
C0077,2024-05-14,640.44,None,0.0,640.44
C0077,2024-03-08,1025.07,P_CHAMPION,205.01,820.06
C0078,2024-06-14,296.55,P_MIDYEAR,200.0,96.55000000000001
C0078,2024-02-07,133.56,None,0.0,133.56
C0078,2024-06-05,121.15,P_MIDYEAR,121.15,0.0
C0079,2024-04-18,2566.22,None,0.0,2566.22
C0079,2024-03-09,519.91,None,0.0,519.91
C0079,2024-01-27,1787.51,None,0.0,1787.51
C0079,2024-01-21,2356.33,P_CHAMPION,471.27,1885.06
C0079,2024-03-28,2473.23,P_CHAMPION,494.65,1978.58
C0079,2024-02-01,2523.31,None,0.0,2523.31
C0079,2024-04-19,1386.06,None,0.0,1386.06
C0079,2024-02-08,1079.46,P_CHAMPION,215.89,863.57
C0079,2024-03-01,1481.83,None,0.0,1481.83
C0079,2024-02-04,1372.23,None,0.0,1372.23
C0079,2024-01-05,2192.35,None,0.0,2192.35
C0079,2024-06-06,1598.03,None,0.0,1598.03
C0080,2024-06-13,111.66,None,0.0,111.66
C0081,2024-04-21,294.04,None,0.0,294.04
C0081,2024-05-24,792.5,None,0.0,792.5
C0081,2024-03-25,774.99,None,0.0,774.99
C0081,2024-05-13,831.55,None,0.0,831.55
C0081,2024-04-03,329.09,None,0.0,329.09
C0081,2024-02-02,476.18,None,0.0,476.18
C0081,2024-05-05,332.6,None,0.0,332.6
C0081,2024-06-18,905.33,P_MIDYEAR,200.0,705.33
C0082,2024-04-24,166.71,None,0.0,166.71
C0082,2024-01-28,193.3,None,0.0,193.3
C0082,2024-06-15,117.32,P_MIDYEAR,117.32,0.0
C0083,2024-04-27,82.93,None,0.0,82.93
C0084,2024-05-16,224.73,None,0.0,224.73
C0084,2024-01-19,303.69,None,0.0,303.69
C0084,2024-06-16,310.64,P_MIDYEAR,200.0,110.63999999999999
C0085,2024-04-07,223.59,None,0.0,223.59
